"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4086","transferData_success_withProxyOriginalResponse()","","Mon Apr 27 05:48:29 UTC 2026","passed","Mon Apr 27 05:48:33 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","97","BusinessPartnerDeleted event is published","","Mon Apr 27 05:46:44 UTC 2026","passed","Mon Apr 27 05:46:44 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerDeletedEvent"
"","136","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier()","","Mon Apr 27 05:47:29 UTC 2026","passed","Mon Apr 27 05:47:29 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_BpnAsIdentifier"
"","2459","The Authorization header is empty","","Mon Apr 27 05:46:46 UTC 2026","passed","Mon Apr 27 05:46:49 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
"","68","4.3.1 Verifier should reject an ID token that does not contain an access token","","Mon Apr 27 05:48:42 UTC 2026","passed","Mon Apr 27 05:48:42 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_01_presentationResponse_idTokenNoTokenClaim"
"","30","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier()","","Mon Apr 27 05:47:29 UTC 2026","passed","Mon Apr 27 05:47:29 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier"
"","710","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon Apr 27 05:47:08 UTC 2026","passed","Mon Apr 27 05:47:08 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","51","Policy is accepted ""ContractTermination""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","31870","shouldTerminateTransfer_whenDataProvisioningEndDatePolicyExpires()","","Mon Apr 27 05:47:25 UTC 2026","passed","Mon Apr 27 05:47:56 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenDataProvisioningEndDatePolicyExpires"
"","68","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Mon Apr 27 05:49:02 UTC 2026","passed","Mon Apr 27 05:49:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","920","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType()","","Mon Apr 27 05:47:02 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotPushFlowType"
